Sales Person,Country,Product,Date,Amount,Boxes Shipped
Kaine Padly,UK,Choco Coated Almonds,2023-08-03,"$8,054.87 ",118
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-01-04,$420.30 ,224
Kelci Walkden,Canada,After Nines,2023-01-13,"$17,073.99 ",218
Van Tuxwell,Australia,Baker's Choco Chips,2023-05-11,"$13,624.31 ",33
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,"$2,318.46 ",235
Kaine Padly,UK,Caramel Stuffed Bars,2023-05-20,"$10,740.05 ",67
Jehu Rudeforth,UK,Drinking Coco,2023-02-03,"$7,624.67 ",422
Beverie Moffet,India,Manuka Honey Choco,2023-05-06,"$10,168.32 ",159
Gunar Cockshoot,UK,Choco Coated Almonds,2023-06-30,"$6,635.15 ",141
Gunar Cockshoot,UK,Smooth Sliky Salty,2023-03-22,$860.12 ,158
Camilla Castle,Canada,Orange Choco,2023-02-17,"$8,671.21 ",52
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,"$5,534.11 ",63
Oby Sorrel,UK,70% Dark Bites,2023-03-16,"$6,800.26 ",187
Kelci Walkden,UK,99% Dark & Pure,2023-08-12,"$3,927.83 ",123
Gigi Bohling,New Zealand,After Nines,2023-01-21,"$5,833.80 ",196
Oby Sorrel,Australia,50% Dark Bites,2023-05-06,$733.08 ,147
Oby Sorrel,Canada,50% Dark Bites,2023-06-24,"$7,164.51 ",140
Barr Faughny,USA,White Choc,2023-05-05,"$7,900.52 ",175
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,"$3,550.76 ",85
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,"$10,281.51 ",136
Curtice Advani,New Zealand,85% Dark Bars,2023-05-12,"$5,936.81 ",180
Barr Faughny,New Zealand,Smooth Sliky Salty,2023-01-25,"$4,552.15 ",172
Ches Bonnell,UK,85% Dark Bars,2023-06-28,"$15,944.86 ",11
Dennison Crosswaite,Australia,Drinking Coco,2023-07-13,"$7,722.58 ",188
Roddy Speechley,USA,Milk Bars,2023-05-16,"$3,105.38 ",268
Jan Morforth,India,After Nines,2023-03-14,"$6,994.35 ",179
Gunar Cockshoot,USA,After Nines,2023-08-15,"$4,264.49 ",252
Ches Bonnell,India,Orange Choco,2023-02-16,"$1,215.30 ",271
Mallorie Waber,UK,Manuka Honey Choco,2023-06-15,"$8,519.37 ",45
Barr Faughny,Australia,Raspberry Choco,2023-05-27,"$9,810.95 ",105
Wilone O'Kielt,USA,Drinking Coco,2023-06-14,"$1,065.63 ",107
Wilone O'Kielt,India,Eclairs,2023-02-25,"$3,894.68 ",80
Wilone O'Kielt,India,After Nines,2023-08-04,"$12,194.27 ",252
Kelci Walkden,India,99% Dark & Pure,2023-06-28,"$2,455.13 ",236
Gunar Cockshoot,Canada,Spicy Special Slims,2023-04-05,"$14,887.76 ",12
Madelene Upcott,Canada,Peanut Butter Cubes,2023-07-05,"$15,276.46 ",121
Kaine Padly,New Zealand,Eclairs,2023-01-20,"$13,520.48 ",47
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,"$9,195.53 ",127
Curtice Advani,UK,Drinking Coco,2023-07-12,$460.98 ,182
Kelci Walkden,India,Raspberry Choco,2023-06-16,"$8,216.56 ",257
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,"$1,863.54 ",277
Kaine Padly,UK,50% Dark Bites,2023-02-21,"$3,283.00 ",72
Roddy Speechley,Canada,Choco Coated Almonds,2023-05-11,"$5,967.18 ",247
Ches Bonnell,India,50% Dark Bites,2023-04-15,"$12,083.50 ",334
Oby Sorrel,Canada,Peanut Butter Cubes,2023-06-07,"$12,397.06 ",179
Oby Sorrel,UK,White Choc,2023-06-27,"$1,746.01 ",280
Barr Faughny,India,After Nines,2023-07-29,"$9,021.65 ",104
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-06-02,"$5,263.45 ",165
Rafaelita Blaksland,India,Mint Chip Choco,2023-01-26,"$15,473.00 ",91
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-03-02,"$5,566.57 ",140
Van Tuxwell,Australia,70% Dark Bites,2023-01-10,"$8,111.43 ",111
Beverie Moffet,USA,70% Dark Bites,2023-06-27,"$2,341.80 ",117
Barr Faughny,Canada,Orange Choco,2023-06-30,"$8,650.42 ",19
Roddy Speechley,Australia,85% Dark Bars,2023-07-08,"$4,444.72 ",77
Oby Sorrel,India,Spicy Special Slims,2023-06-08,"$12,531.37 ",86
Jan Morforth,UK,Manuka Honey Choco,2023-08-18,"$3,558.89 ",231
Kaine Padly,Australia,After Nines,2023-04-08,"$7,889.90 ",300
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,"$3,589.18 ",176
Wilone O'Kielt,UK,Milk Bars,2023-08-26,$305.39 ,62
Oby Sorrel,Canada,Fruit & Nut Bars,2023-01-14,"$1,896.64 ",161
Dennison Crosswaite,USA,Baker's Choco Chips,2023-08-11,"$18,494.72 ",298
Madelene Upcott,USA,Almond Choco,2023-05-31,"$11,103.47 ",24
Van Tuxwell,New Zealand,50% Dark Bites,2023-07-11,"$4,162.28 ",11
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2023-03-02,"$3,357.30 ",308
Madelene Upcott,Australia,Raspberry Choco,2023-07-13,"$7,033.52 ",94
Rafaelita Blaksland,UK,Spicy Special Slims,2023-08-03,"$9,896.80 ",143
Curtice Advani,UK,Peanut Butter Cubes,2023-03-01,"$15,653.44 ",175
Kelci Walkden,New Zealand,White Choc,2023-04-13,"$7,899.31 ",148
Beverie Moffet,Canada,Fruit & Nut Bars,2023-02-14,"$10,644.74 ",172
Mallorie Waber,India,White Choc,2023-07-26,$872.83 ,224
Brien Boise,UK,Drinking Coco,2023-01-27,"$6,337.94 ",128
Jehu Rudeforth,India,Peanut Butter Cubes,2023-04-14,$31.15 ,451
Oby Sorrel,USA,Almond Choco,2023-05-19,"$7,107.55 ",142
Husein Augar,India,Eclairs,2023-02-09,"$5,465.85 ",56
Brien Boise,UK,Spicy Special Slims,2023-05-25,"$2,462.14 ",60
Oby Sorrel,Australia,Manuka Honey Choco,2023-01-26,"$4,194.44 ",80
Beverie Moffet,India,White Choc,2023-07-04,"$1,994.44 ",299
Ches Bonnell,India,Almond Choco,2023-04-13,"$12,124.05 ",80
Gigi Bohling,Australia,Smooth Sliky Salty,2023-01-25,"$5,884.09 ",117
Camilla Castle,USA,85% Dark Bars,2023-04-25,"$2,639.16 ",80
Camilla Castle,USA,Eclairs,2023-06-10,"$5,031.40 ",401
Madelene Upcott,New Zealand,White Choc,2023-08-22,"$11,510.71 ",56
Van Tuxwell,India,After Nines,2023-06-27,"$15,021.98 ",211
Husein Augar,India,Orange Choco,2023-06-30,"$4,517.19 ",40
Jehu Rudeforth,India,Almond Choco,2023-08-30,"$10,778.53 ",99
Karlen McCaffrey,Australia,Raspberry Choco,2023-08-23,"$1,145.72 ",60
Camilla Castle,New Zealand,99% Dark & Pure,2023-08-26,"$2,518.50 ",45
Gigi Bohling,Australia,Orange Choco,2023-03-09,$596.63 ,158
Kelci Walkden,UK,Drinking Coco,2023-04-20,"$1,858.71 ",24
Mallorie Waber,Canada,Caramel Stuffed Bars,2023-06-10,"$5,194.28 ",547
Husein Augar,Australia,Organic Choco Syrup,2023-02-08,$960.69 ,155
Brien Boise,Australia,White Choc,2023-08-25,"$5,347.12 ",23
Dotty Strutley,India,Peanut Butter Cubes,2023-02-16,"$9,805.11 ",76
Dennison Crosswaite,UK,99% Dark & Pure,2023-05-30,"$13,205.42 ",26
Gigi Bohling,New Zealand,50% Dark Bites,2023-06-29,"$5,929.20 ",65
Gigi Bohling,USA,Milk Bars,2023-06-16,$516.92 ,141
Brien Boise,UK,Caramel Stuffed Bars,2023-03-04,"$2,882.76 ",145
Curtice Advani,New Zealand,Peanut Butter Cubes,2023-03-15,"$1,637.72 ",454
Curtice Advani,New Zealand,50% Dark Bites,2023-01-27,"$10,791.46 ",88
Beverie Moffet,Canada,Drinking Coco,2023-07-05,"$1,093.46 ",115
Barr Faughny,USA,Caramel Stuffed Bars,2023-03-29,"$3,407.61 ",316
Mallorie Waber,Canada,Almond Choco,2023-05-12,"$4,753.93 ",37
Oby Sorrel,USA,Drinking Coco,2023-03-11,"$8,280.62 ",47
Brien Boise,New Zealand,Eclairs,2023-07-11,"$4,981.78 ",299
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2023-08-01,"$13,998.33 ",60
Gunar Cockshoot,UK,Spicy Special Slims,2023-02-16,"$13,105.65 ",199
Curtice Advani,USA,After Nines,2023-04-13,"$15,728.81 ",256
Oby Sorrel,India,Choco Coated Almonds,2023-02-14,$53.85 ,399
Ches Bonnell,Australia,Peanut Butter Cubes,2023-03-14,"$10,857.23 ",73
Oby Sorrel,Australia,Spicy Special Slims,2023-04-26,"$12,412.53 ",25
Jehu Rudeforth,Canada,Manuka Honey Choco,2023-04-05,"$3,669.15 ",209
Camilla Castle,Canada,Drinking Coco,2023-03-03,"$13,555.26 ",279
Kaine Padly,USA,Spicy Special Slims,2023-06-13,"$2,333.84 ",171
Marney O'Breen,New Zealand,70% Dark Bites,2023-02-14,"$8,973.05 ",360
Roddy Speechley,New Zealand,99% Dark & Pure,2023-04-18,"$8,610.38 ",188
Oby Sorrel,New Zealand,85% Dark Bars,2023-02-01,"$3,432.30 ",452
Dotty Strutley,New Zealand,Orange Choco,2023-08-04,"$2,283.39 ",155
Andria Kimpton,New Zealand,Almond Choco,2023-04-05,"$7,190.49 ",165
Karlen McCaffrey,Australia,99% Dark & Pure,2023-01-26,"$11,303.07 ",166
Kaine Padly,UK,After Nines,2023-01-21,"$18,911.49 ",171
Kaine Padly,Canada,After Nines,2023-08-22,"$6,233.02 ",178
Kaine Padly,UK,Drinking Coco,2023-01-27,"$2,334.50 ",233
Rafaelita Blaksland,UK,50% Dark Bites,2023-02-16,"$11,099.73 ",73
Dotty Strutley,USA,Raspberry Choco,2023-01-03,"$3,590.55 ",47
Karlen McCaffrey,USA,White Choc,2023-08-24,"$5,209.40 ",2
Oby Sorrel,USA,Spicy Special Slims,2023-02-07,"$6,315.14 ",398
Mallorie Waber,Australia,Smooth Sliky Salty,2023-02-11,"$4,454.71 ",117
Kaine Padly,Canada,Organic Choco Syrup,2023-03-29,"$6,078.71 ",78
Marney O'Breen,USA,Peanut Butter Cubes,2023-06-15,$695.96 ,363
Dennison Crosswaite,UK,Smooth Sliky Salty,2023-04-26,$563.76 ,151
Brien Boise,Australia,Organic Choco Syrup,2023-07-15,"$4,479.69 ",261
Beverie Moffet,India,Organic Choco Syrup,2023-06-23,"$1,093.72 ",22
Dennison Crosswaite,Australia,Baker's Choco Chips,2023-01-11,"$15,870.43 ",449
Beverie Moffet,UK,50% Dark Bites,2023-02-09,"$2,529.82 ",297
Van Tuxwell,UK,Almond Choco,2023-06-06,"$11,258.39 ",217
Dotty Strutley,UK,Caramel Stuffed Bars,2023-08-10,"$6,180.45 ",230
Wilone O'Kielt,Australia,Smooth Sliky Salty,2023-01-04,"$2,496.06 ",45
Andria Kimpton,Canada,70% Dark Bites,2023-04-08,"$10,964.29 ",16
Barr Faughny,UK,Milk Bars,2023-03-02,"$4,012.51 ",409
Van Tuxwell,Canada,Drinking Coco,2023-06-15,"$4,919.25 ",746
Jehu Rudeforth,Australia,After Nines,2023-02-14,"$5,602.02 ",51
Husein Augar,UK,After Nines,2023-07-05,"$3,563.87 ",372
Barr Faughny,India,Mint Chip Choco,2023-01-12,"$8,313.09 ",493
Curtice Advani,India,Mint Chip Choco,2023-03-03,"$8,447.48 ",96
Jehu Rudeforth,New Zealand,Milk Bars,2023-05-18,"$2,646.23 ",198
Gunar Cockshoot,India,Caramel Stuffed Bars,2023-07-28,"$2,706.83 ",198
Curtice Advani,UK,Manuka Honey Choco,2023-02-07,"$1,710.48 ",108
Andria Kimpton,India,Orange Choco,2023-05-30,$318.19 ,417
Mallorie Waber,Australia,Raspberry Choco,2023-04-25,"$9,479.65 ",26
Beverie Moffet,Canada,85% Dark Bars,2023-02-16,"$6,393.20 ",44
Kelci Walkden,Australia,Drinking Coco,2023-05-04,"$1,355.65 ",60
Van Tuxwell,Canada,70% Dark Bites,2023-06-02,"$7,911.23 ",74
Dennison Crosswaite,USA,Caramel Stuffed Bars,2023-07-11,"$2,583.03 ",501
Beverie Moffet,New Zealand,Spicy Special Slims,2023-06-07,$66.13 ,65
Jan Morforth,UK,Almond Choco,2023-07-06,"$10,668.69 ",150
Husein Augar,India,Raspberry Choco,2023-06-15,"$10,994.30 ",152
Dotty Strutley,India,Mint Chip Choco,2023-04-14,"$1,259.61 ",227
Camilla Castle,India,Drinking Coco,2023-08-08,$492.13 ,164
Marney O'Breen,UK,Drinking Coco,2023-03-29,"$1,016.77 ",28
Roddy Speechley,Australia,Organic Choco Syrup,2023-07-04,"$4,111.42 ",81
Ches Bonnell,India,99% Dark & Pure,2023-02-16,$503.97 ,105
Rafaelita Blaksland,Canada,Spicy Special Slims,2023-05-02,"$2,883.71 ",163
Van Tuxwell,India,Eclairs,2023-07-21,"$11,861.89 ",105
Gunar Cockshoot,Australia,99% Dark & Pure,2023-08-18,"$8,564.73 ",237
Kaine Padly,USA,85% Dark Bars,2023-06-22,$538.03 ,271
Camilla Castle,UK,Peanut Butter Cubes,2023-07-19,"$5,231.88 ",125
Madelene Upcott,UK,Peanut Butter Cubes,2023-08-12,"$7,916.13 ",84
Madelene Upcott,USA,Choco Coated Almonds,2023-06-07,"$6,016.32 ",143
Marney O'Breen,Canada,Peanut Butter Cubes,2023-03-08,"$7,504.86 ",97
Ches Bonnell,Australia,Choco Coated Almonds,2023-04-08,"$1,590.98 ",182
Curtice Advani,Canada,Eclairs,2023-05-06,$740.07 ,205
Roddy Speechley,India,Drinking Coco,2023-05-31,"$4,591.11 ",11
Van Tuxwell,Australia,Mint Chip Choco,2023-01-13,"$2,686.51 ",324
Dennison Crosswaite,USA,70% Dark Bites,2023-03-15,$735.48 ,77
Andria Kimpton,Canada,Peanut Butter Cubes,2023-02-16,"$1,160.54 ",311
Gigi Bohling,USA,70% Dark Bites,2023-01-14,"$8,078.15 ",189
Rafaelita Blaksland,Australia,White Choc,2023-03-21,"$7,467.74 ",111
Roddy Speechley,Canada,Drinking Coco,2023-05-17,"$7,588.41 ",342
Camilla Castle,New Zealand,85% Dark Bars,2023-08-08,"$15,372.54 ",57
Madelene Upcott,Canada,Milk Bars,2023-04-26,"$3,907.50 ",86
Madelene Upcott,Australia,70% Dark Bites,2023-04-15,"$3,740.76 ",255
Oby Sorrel,Canada,Eclairs,2023-05-19,"$6,211.75 ",561
Dennison Crosswaite,Canada,Drinking Coco,2023-01-10,"$2,924.46 ",25
Mallorie Waber,New Zealand,After Nines,2023-05-04,$501.79 ,241
Roddy Speechley,Canada,White Choc,2023-04-05,"$6,594.09 ",270
Andria Kimpton,India,After Nines,2023-01-17,$960.68 ,71
Roddy Speechley,India,Spicy Special Slims,2023-03-22,"$11,370.32 ",170
Dotty Strutley,Australia,White Choc,2023-07-05,"$6,067.94 ",94
Oby Sorrel,Canada,Orange Choco,2023-04-27,"$8,909.75 ",355
Kaine Padly,Canada,Almond Choco,2023-08-12,"$6,865.35 ",75
Jan Morforth,UK,Baker's Choco Chips,2023-03-11,$805.23 ,259
Jehu Rudeforth,UK,Fruit & Nut Bars,2023-05-13,"$9,851.62 ",221
Dennison Crosswaite,USA,Smooth Sliky Salty,2023-05-12,"$11,823.35 ",90
Brien Boise,USA,Raspberry Choco,2023-01-12,$683.63 ,202
Madelene Upcott,New Zealand,Milk Bars,2023-03-29,"$14,002.42 ",388
Roddy Speechley,India,50% Dark Bites,2023-03-14,"$8,744.95 ",12
Barr Faughny,New Zealand,99% Dark & Pure,2023-05-24,"$9,294.14 ",201
Dennison Crosswaite,Canada,Organic Choco Syrup,2023-01-28,"$8,831.89 ",79
Beverie Moffet,India,Almond Choco,2023-05-24,"$3,474.98 ",104
Brien Boise,Australia,Peanut Butter Cubes,2023-08-19,$311.61 ,204
Karlen McCaffrey,Australia,Spicy Special Slims,2023-05-17,"$4,791.20 ",335
Jehu Rudeforth,USA,White Choc,2023-06-07,"$6,646.33 ",117
Ches Bonnell,Canada,Organic Choco Syrup,2023-07-26,$593.63 ,229
Dotty Strutley,India,Eclairs,2023-07-28,"$2,345.95 ",406
Karlen McCaffrey,India,70% Dark Bites,2023-05-23,"$5,083.07 ",368
Jehu Rudeforth,UK,Mint Chip Choco,2024-01-04,"$6,339.57 ",187
Van Tuxwell,India,85% Dark Bars,2024-08-01,"$9,005.87 ",90
Gigi Bohling,India,Peanut Butter Cubes,2024-07-07,"$5,159.07 ",87
Jan Morforth,Australia,Peanut Butter Cubes,2024-04-27,"$13,370.97 ",349
Jehu Rudeforth,UK,Peanut Butter Cubes,2024-02-24,"$14,791.64 ",182
Van Tuxwell,India,Smooth Sliky Salty,2024-06-06,"$6,429.35 ",40
Oby Sorrel,UK,99% Dark & Pure,2024-01-25,"$15,900.60 ",188
Gunar Cockshoot,Australia,After Nines,2024-03-24,"$3,400.26 ",77
Jehu Rudeforth,New Zealand,50% Dark Bites,2024-04-20,"$4,357.76 ",63
Brien Boise,Australia,99% Dark & Pure,2024-07-04,"$3,356.17 ",111
Rafaelita Blaksland,UK,Smooth Sliky Salty,2024-01-13,"$5,287.86 ",67
Barr Faughny,USA,Orange Choco,2024-03-10,"$4,244.36 ",11
Mallorie Waber,Canada,Eclairs,2024-01-13,"$1,671.64 ",277
Karlen McCaffrey,New Zealand,Drinking Coco,2024-07-28,$181.84 ,167
Marney O'Breen,New Zealand,Peanut Butter Cubes,2024-08-03,"$8,950.59 ",189
Beverie Moffet,Australia,Organic Choco Syrup,2024-01-26,"$7,271.76 ",385
Van Tuxwell,Canada,Organic Choco Syrup,2024-02-14,"$4,864.83 ",42
Roddy Speechley,USA,Smooth Sliky Salty,2024-04-05,"$3,175.11 ",149
Beverie Moffet,Canada,Milk Bars,2024-02-16,"$10,137.79 ",250
Curtice Advani,UK,85% Dark Bars,2024-06-08,"$1,206.95 ",174
Brien Boise,Australia,Eclairs,2024-06-27,"$8,222.65 ",92
Gunar Cockshoot,USA,Spicy Special Slims,2024-02-17,"$1,440.85 ",152
Marney O'Breen,USA,After Nines,2024-05-30,"$5,611.65 ",159
Husein Augar,UK,Drinking Coco,2024-03-14,"$3,562.44 ",111
Kaine Padly,Australia,Eclairs,2024-02-28,"$8,385.26 ",122
Karlen McCaffrey,India,Fruit & Nut Bars,2024-01-26,$181.31 ,330
Roddy Speechley,Canada,Spicy Special Slims,2024-02-09,"$1,800.27 ",191
Husein Augar,USA,Eclairs,2024-07-07,"$4,449.37 ",113
Dennison Crosswaite,New Zealand,White Choc,2024-07-05,"$10,113.40 ",155
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2024-06-15,"$5,932.84 ",303
Van Tuxwell,New Zealand,85% Dark Bars,2024-05-24,"$2,006.71 ",124
Rafaelita Blaksland,UK,99% Dark & Pure,2024-06-29,"$14,086.69 ",157
Wilone O'Kielt,Australia,Manuka Honey Choco,2024-05-11,"$4,799.54 ",90
Karlen McCaffrey,UK,Almond Choco,2024-06-30,"$8,101.98 ",138
Andria Kimpton,Canada,After Nines,2024-05-11,"$2,321.97 ",71
Roddy Speechley,USA,Manuka Honey Choco,2024-07-22,"$10,245.00 ",329
Andria Kimpton,UK,50% Dark Bites,2024-08-24,"$2,930.40 ",344
Kelci Walkden,New Zealand,After Nines,2024-07-07,$170.24 ,75
Camilla Castle,Australia,85% Dark Bars,2024-05-19,"$4,247.49 ",14
Karlen McCaffrey,India,Manuka Honey Choco,2024-07-04,"$2,696.10 ",605
Kelci Walkden,USA,After Nines,2024-06-02,"$1,083.76 ",16
Karlen McCaffrey,USA,Raspberry Choco,2024-04-15,"$17,037.09 ",347
Mallorie Waber,Canada,Choco Coated Almonds,2024-07-11,"$5,706.43 ",247
Andria Kimpton,India,Spicy Special Slims,2024-02-23,"$6,682.34 ",139
Madelene Upcott,Canada,Almond Choco,2024-08-22,"$8,192.60 ",100
Kaine Padly,USA,Peanut Butter Cubes,2024-02-16,"$7,568.16 ",206
Van Tuxwell,USA,50% Dark Bites,2024-01-13,"$10,772.33 ",156
Curtice Advani,Australia,Milk Bars,2024-02-14,"$7,467.12 ",18
Roddy Speechley,India,Eclairs,2024-06-10,"$4,985.90 ",311
Curtice Advani,India,Fruit & Nut Bars,2024-07-07,"$5,693.60 ",177
Curtice Advani,Canada,Almond Choco,2024-03-24,"$5,879.10 ",75
Brien Boise,Australia,Fruit & Nut Bars,2024-06-06,"$9,771.93 ",22
Dotty Strutley,Australia,Drinking Coco,2024-07-19,$105.06 ,140
Beverie Moffet,USA,Raspberry Choco,2024-04-19,"$16,414.69 ",80
Marney O'Breen,India,85% Dark Bars,2024-07-19,"$2,553.41 ",183
Jehu Rudeforth,Canada,Drinking Coco,2024-07-15,$473.99 ,25
Ches Bonnell,New Zealand,Spicy Special Slims,2024-02-14,"$3,873.98 ",19
Brien Boise,Canada,99% Dark & Pure,2024-05-18,"$17,718.25 ",430
Barr Faughny,Australia,Fruit & Nut Bars,2024-06-30,"$16,572.07 ",57
Andria Kimpton,Australia,50% Dark Bites,2024-06-02,"$5,220.19 ",216
Andria Kimpton,Australia,Drinking Coco,2024-06-28,"$1,797.26 ",49
Marney O'Breen,Australia,Organic Choco Syrup,2024-05-16,$295.62 ,182
Kelci Walkden,Canada,Baker's Choco Chips,2024-05-26,"$3,597.37 ",288
Karlen McCaffrey,India,Almond Choco,2024-07-06,"$6,580.43 ",147
Oby Sorrel,India,99% Dark & Pure,2024-05-27,"$12,232.97 ",11
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2024-04-14,"$2,243.44 ",11
Van Tuxwell,Australia,Organic Choco Syrup,2024-08-10,"$22,943.37 ",14
Camilla Castle,India,50% Dark Bites,2024-07-04,"$10,590.61 ",430
Oby Sorrel,India,Organic Choco Syrup,2024-07-08,"$6,468.82 ",59
Jan Morforth,USA,Peanut Butter Cubes,2024-07-22,"$10,463.57 ",109
Gigi Bohling,USA,Choco Coated Almonds,2024-03-02,"$14,154.35 ",105
Gigi Bohling,UK,Almond Choco,2024-01-10,"$6,031.14 ",9
Jehu Rudeforth,New Zealand,White Choc,2024-03-11,"$3,308.40 ",258
Andria Kimpton,New Zealand,Peanut Butter Cubes,2024-06-20,"$1,119.94 ",283
Van Tuxwell,UK,Organic Choco Syrup,2024-08-26,"$2,303.39 ",222
Roddy Speechley,Canada,Milk Bars,2024-07-13,$723.37 ,33
Camilla Castle,USA,Spicy Special Slims,2024-02-11,"$1,413.64 ",261
Marney O'Breen,USA,Orange Choco,2024-01-27,"$9,001.89 ",193
Van Tuxwell,UK,99% Dark & Pure,2024-01-31,"$5,283.91 ",136
Camilla Castle,USA,White Choc,2024-08-18,"$10,958.51 ",23
Andria Kimpton,USA,Raspberry Choco,2024-06-30,"$15,531.78 ",22
Dotty Strutley,Australia,Fruit & Nut Bars,2024-08-23,$317.36 ,337
Brien Boise,New Zealand,Mint Chip Choco,2024-08-01,$71.41 ,188
Roddy Speechley,New Zealand,After Nines,2024-05-25,"$9,317.33 ",11
Roddy Speechley,Canada,Organic Choco Syrup,2024-01-10,"$4,790.71 ",86
Dennison Crosswaite,Australia,70% Dark Bites,2024-02-07,"$6,166.80 ",114
Karlen McCaffrey,USA,Orange Choco,2024-05-12,"$11,741.46 ",433
Madelene Upcott,Australia,Spicy Special Slims,2024-03-07,"$8,519.77 ",443
Dennison Crosswaite,Australia,85% Dark Bars,2024-04-05,"$8,278.86 ",453
Andria Kimpton,Canada,Caramel Stuffed Bars,2024-01-03,"$7,560.62 ",336
Dennison Crosswaite,UK,Eclairs,2024-03-24,"$6,702.11 ",285
Madelene Upcott,India,Raspberry Choco,2024-07-07,"$4,758.69 ",10
Van Tuxwell,USA,After Nines,2024-07-26,$709.25 ,263
Wilone O'Kielt,Australia,Organic Choco Syrup,2024-07-07,"$2,003.05 ",110
Karlen McCaffrey,Canada,50% Dark Bites,2024-07-15,"$3,248.00 ",64
Roddy Speechley,New Zealand,Orange Choco,2024-04-01,$51.98 ,95
Beverie Moffet,Australia,Eclairs,2024-06-20,"$2,134.65 ",6
Kelci Walkden,UK,Fruit & Nut Bars,2024-06-29,"$15,540.41 ",520
Marney O'Breen,USA,50% Dark Bites,2024-06-15,"$1,117.77 ",114
Husein Augar,USA,After Nines,2024-04-08,"$13,999.05 ",179
Dennison Crosswaite,Australia,Raspberry Choco,2024-03-14,"$6,265.59 ",31
Andria Kimpton,USA,Fruit & Nut Bars,2024-07-15,"$1,536.82 ",386
Kelci Walkden,India,Eclairs,2024-04-19,"$6,069.93 ",80
Marney O'Breen,USA,99% Dark & Pure,2024-03-28,"$4,861.33 ",286
Brien Boise,Canada,Spicy Special Slims,2024-03-04,"$8,993.24 ",97
Karlen McCaffrey,New Zealand,70% Dark Bites,2024-08-02,$150.42 ,40
Husein Augar,UK,Spicy Special Slims,2024-08-25,"$5,593.68 ",41
Marney O'Breen,USA,Almond Choco,2024-02-25,"$9,376.61 ",167
Kelci Walkden,India,Orange Choco,2024-06-07,"$11,315.16 ",134
Jan Morforth,India,Spicy Special Slims,2024-04-12,"$2,048.34 ",506
Ches Bonnell,India,Spicy Special Slims,2024-07-06,"$12,562.81 ",101
Kelci Walkden,UK,Smooth Sliky Salty,2024-01-19,"$6,883.75 ",182
Madelene Upcott,Australia,Fruit & Nut Bars,2024-01-05,"$6,105.60 ",90
Madelene Upcott,Canada,70% Dark Bites,2024-01-24,"$12,634.72 ",145
Wilone O'Kielt,Australia,Drinking Coco,2024-04-06,$663.74 ,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,2024-06-15,"$7,044.68 ",21
Gigi Bohling,Canada,Baker's Choco Chips,2024-01-28,"$1,804.90 ",47
Kelci Walkden,India,Caramel Stuffed Bars,2024-03-16,$513.43 ,131
Rafaelita Blaksland,Australia,Drinking Coco,2024-02-21,"$13,699.76 ",389
Kelci Walkden,USA,Manuka Honey Choco,2024-02-16,"$19,995.68 ",94
Jehu Rudeforth,Canada,Spicy Special Slims,2024-01-13,"$2,189.70 ",29
Kelci Walkden,Australia,Eclairs,2024-03-23,"$8,727.09 ",523
Curtice Advani,Canada,Spicy Special Slims,2024-06-16,$911.46 ,126
Oby Sorrel,India,Raspberry Choco,2024-04-14,"$7,620.86 ",46
Kelci Walkden,UK,Eclairs,2024-01-25,"$5,054.56 ",60
Jan Morforth,India,Almond Choco,2024-03-11,"$5,230.50 ",23
Dotty Strutley,UK,Almond Choco,2024-07-28,"$17,104.04 ",103
Marney O'Breen,New Zealand,After Nines,2024-03-09,"$1,642.32 ",43
Husein Augar,Australia,Orange Choco,2024-06-28,"$10,322.19 ",182
Marney O'Breen,Australia,Milk Bars,2024-07-28,"$2,715.92 ",423
Kelci Walkden,Canada,99% Dark & Pure,2024-08-15,"$5,598.05 ",51
Kaine Padly,Australia,Manuka Honey Choco,2024-01-12,"$2,996.99 ",280
Beverie Moffet,New Zealand,White Choc,2024-03-24,"$7,946.49 ",7
Van Tuxwell,UK,Milk Bars,2024-07-25,"$4,991.22 ",92
Oby Sorrel,Canada,99% Dark & Pure,2024-08-01,"$4,151.70 ",424
Van Tuxwell,India,Organic Choco Syrup,2024-05-16,"$22,701.85 ",168
Roddy Speechley,India,Smooth Sliky Salty,2024-08-10,"$6,014.30 ",141
Jan Morforth,India,Eclairs,2024-01-05,"$2,788.60 ",27
Ches Bonnell,UK,Smooth Sliky Salty,2024-07-11,"$6,503.75 ",116
Wilone O'Kielt,USA,After Nines,2024-04-25,$433.92 ,31
